Ligand;Grid;Run;dG;VS
CP-5;32;4;-3.96777;-6.16968
CP-5;32;5;-3.90089;-6.13947
CP-5;32;6;-3.9014;-6.13909
CP-5;32;7;-3.68377;-6.05508
CP-5;32;8;-3.89989;-6.14765
CP-5;32;9;-4.03405;-6.16813
CP-5;32;10;-3.82256;-6.05535
CP-5;33;1;-4.80533;-6.89848
CP-5;33;2;-5.78514;-7.26029
CP-5;33;3;-5.3007;-7.21227
CP-5;33;4;-5.11306;-7.02881
CP-5;33;5;-5.47334;-7.18403
CP-5;33;6;-5.56858;-7.19592
CP-5;33;7;-5.42164;-7.20123
CP-5;33;8;-5.71769;-7.28574
CP-5;33;9;-5.43447;-7.02934
CP-5;33;10;-4.5077;-6.63617
CP-5;34;1;-5.82309;-7.19956
CP-5;34;2;-4.90577;-6.5196
CP-5;34;3;-4.86097;-6.63646
CP-5;34;4;-5.09642;-6.97314
CP-5;34;5;-4.60435;-6.4043
CP-5;34;6;-5.41618;-7.16523
CP-5;34;7;-5.77185;-7.34613
CP-5;34;8;-4.8246;-6.62978
CP-5;34;9;-4.91917;-6.71083
CP-5;34;10;-5.72941;-7.30155
CP-5;35;1;-5.99853;-7.54655
CP-5;35;2;-5.99142;-7.49892
CP-5;35;3;-6.23481;-7.85659
CP-5;35;4;-6.39808;-7.98813
CP-5;35;5;-6.30934;-7.88898
CP-5;35;6;-6.28739;-7.66363
CP-5;35;7;-6.32415;-7.91134
CP-5;35;8;-6.12602;-7.75199
CP-5;35;9;-6.3528;-7.94899
CP-5;35;10;-6.44948;-8.0141
CP-5;36;1;-5.1642;-6.91271
CP-5;36;2;-5.16596;-6.6819
CP-5;36;3;-5.40915;-6.92278
CP-5;36;4;-5.0266;-6.77489
CP-5;36;5;-5.23831;-6.99344
CP-5;36;6;-4.56036;-6.24795
CP-5;36;7;-5.39876;-6.86434
CP-5;36;8;-4.5117;-6.19658
CP-5;36;9;-4.66266;-6.37821
CP-5;36;10;-4.72546;-6.6336
CP-5;37;1;-4.53776;-6.38742
CP-5;37;2;-4.49133;-6.33682
CP-5;37;3;-3.98665;-6.20345
CP-5;37;4;-3.88828;-6.13957
CP-5;37;5;-4.85874;-6.43274
CP-5;37;6;-4.54726;-6.39648
CP-5;37;7;-4.22851;-6.22088
CP-5;37;8;-4.32505;-6.26059
CP-5;37;9;-4.49842;-6.39906
CP-5;37;10;-4.48859;-6.37097
CP-5;38;1;-4.88048;-6.19223
CP-5;38;2;-4.61026;-6.19414
CP-5;38;3;-4.90585;-6.4262
CP-5;38;4;-4.97658;-6.41362
CP-5;38;5;-4.90962;-6.39346
CP-5;38;6;-4.63323;-6.28564
CP-5;38;7;-4.80612;-6.32042
CP-5;38;8;-4.53482;-6.23894
CP-5;38;9;-4.90562;-6.3913
CP-5;38;10;-4.50295;-6.2186
CP-5;39;1;-5.01846;-6.6258
CP-5;39;2;-4.71377;-6.62732
CP-5;39;3;-4.47775;-6.2628
CP-5;39;4;-4.36993;-6.23157
CP-5;39;5;-4.3519;-6.20754
CP-5;39;6;-4.75168;-6.60391
CP-5;39;7;-4.48219;-6.28184
CP-5;39;8;-4.43366;-6.37367
CP-5;39;9;-4.44603;-6.31366
CP-5;39;10;-4.66377;-6.56047
CP-5;4;1;-6.20677;-7.66588
CP-5;4;2;-5.32051;-7.12928
CP-5;4;3;-5.95335;-7.41356
CP-5;4;4;-4.93467;-6.73535
CP-5;4;5;-5.27078;-7.04173
CP-5;4;6;-5.56275;-7.21462
CP-5;4;7;-4.94941;-6.75775
CP-5;4;8;-5.98414;-7.43993
CP-5;4;9;-5.27037;-7.07276
CP-5;4;10;-5.2586;-7.06181
CP-5;40;1;-4.78901;-6.96745
CP-5;40;2;-5.30097;-7.30798
CP-5;40;3;-5.14552;-7.26176
CP-5;40;4;-5.32121;-7.32222
CP-5;40;5;-4.99119;-7.17673
CP-5;40;6;-5.24748;-7.28826
CP-5;40;7;-5.25952;-7.34597
CP-5;40;8;-5.0447;-7.2557
CP-5;40;9;-4.9816;-7.15687
CP-5;40;10;-4.89618;-7.16418
CP-5;41;1;-4.23776;-6.00913
CP-5;41;2;-4.23866;-5.91631
CP-5;41;3;-4.22564;-5.9884
CP-5;41;4;-4.21864;-5.86814
CP-5;41;5;-4.26203;-6.00483
CP-5;41;6;-4.46556;-6.10275
CP-5;41;7;-4.36746;-6.00544
CP-5;41;8;-4.8834;-6.46314
CP-5;41;9;-4.56608;-6.07452
CP-5;41;10;-4.24028;-5.97068
CP-5;42;1;-2.979;-4.57015
CP-5;42;2;-3.09622;-4.63653
CP-5;42;3;-3.45203;-4.83443
CP-5;42;4;-3.85795;-5.04918
CP-5;42;5;-2.07094;-3.78719
CP-5;42;6;-1.76079;-3.47337
CP-5;42;7;-2.52009;-4.09941
CP-5;42;8;-4.40229;-5.8992000000000004
CP-5;42;9;-3.80077;-4.81135
CP-5;42;10;-3.87251;-4.83617
CP-5;43;1;-4.90107;-6.48161
CP-5;43;2;-4.80145;-6.43607
CP-5;43;3;-5.03402;-6.52846
CP-5;43;4;-4.41164;-5.96204
CP-5;43;5;-5.00834;-6.49562
CP-5;43;6;-4.94279;-6.49419
CP-5;43;7;-5.16413;-6.71041
CP-5;43;8;-5.08459;-6.62208
CP-5;43;9;-5.04737;-6.54212
CP-5;43;10;-5.05925;-6.57507
CP-5;44;1;-4.54727;-6.25718
CP-5;44;2;-4.84483;-6.48387
CP-5;44;3;-4.9145;-6.59589
CP-5;44;4;-4.85416;-6.50455
CP-5;44;5;-4.66181;-6.364
CP-5;44;6;-4.73141;-6.39569
CP-5;44;7;-4.99103;-6.63339
CP-5;44;8;-5.23894;-6.52033
CP-5;44;9;-4.92501;-6.54116
CP-5;44;10;-4.84595;-6.49552
CP-5;45;1;-4.03303;-6.27402
CP-5;45;2;-5.33432;-6.7193
CP-5;45;3;-6.18768;-7.49233
CP-5;45;4;-4.01858;-6.50033
CP-5;45;5;-6.33386;-7.68882
CP-5;45;6;-6.37406;-7.98738
CP-5;45;7;-4.35311;-6.47114
CP-5;45;8;-6.70605;-8.11965
CP-5;45;9;-5.99327;-7.27451
CP-5;45;10;-6.62113;-8.07601
CP-5;46;1;-5.51846;-6.84835
CP-5;46;2;-5.71834;-7.45063
CP-5;46;3;-5.2569;-7.18469
CP-5;46;4;-5.69507;-7.45274
CP-5;46;5;-5.6279;-7.41188
CP-5;46;6;-5.3806;-7.03921
CP-5;46;7;-5.61987;-7.41402
CP-5;46;8;-5.71658;-7.00421
CP-5;46;9;-5.39922;-7.03875
CP-5;46;10;-5.55415;-7.1036
CP-5;47;1;-6.12216;-7.60937
CP-5;47;2;-5.80072;-7.29488
CP-5;47;3;-5.85062;-7.36863
CP-5;47;4;-5.93801;-7.46
CP-5;47;5;-5.68743;-7.2802
CP-5;47;6;-6.0362;-7.60543
CP-5;47;7;-5.93688;-7.38056
CP-5;47;8;-5.89215;-7.37811
CP-5;47;9;-5.90653;-7.33268
CP-5;47;10;-6.01758;-7.53837
CP-5;48;1;-5.49157;-7.75401
CP-5;48;2;-5.65957;-7.83469
CP-5;48;3;-5.35844;-7.71825
CP-5;48;4;-5.49678;-7.63975
CP-5;48;5;-5.5592;-7.80074
CP-5;48;6;-6.01512;-7.81707
CP-5;48;7;-5.38712;-7.72143
CP-5;48;8;-5.38672;-7.76527
CP-5;48;9;-5.41794;-7.23657
CP-5;48;10;-5.46188;-7.80733
CP-5;49;1;-6.84111;-7.97457
CP-5;49;2;-6.99429;-8.23085
CP-5;49;3;-6.89558;-7.99192
CP-5;49;4;-5.82076;-7.08725
CP-5;49;5;-5.80037;-7.09271
CP-5;49;6;-7.04694;-8.24426
CP-5;49;7;-5.86473;-7.14114
CP-5;49;8;-5.89638;-7.19785
CP-5;49;9;-5.99911;-7.29249
CP-5;49;10;-6.97994;-8.1767
CP-5;5;1;-5.72099;-7.00463
CP-5;5;2;-5.0372;-6.60553
CP-5;5;3;-5.02706;-6.6125
CP-5;5;4;-5.02878;-6.56185
CP-5;5;5;-4.86326;-6.43355
CP-5;5;6;-5.05471;-6.60052
CP-5;5;7;-5.05683;-6.58554
CP-5;5;8;-5.14782;-6.63067
CP-5;5;9;-5.69761;-7.00182
CP-5;5;10;-5.5948;-6.88162
CP-5;50;1;-5.30759;-6.98847
CP-5;50;2;-5.27007;-6.9519
CP-5;50;3;-4.92938;-6.50765
CP-5;50;4;-5.05822;-6.47389
CP-5;50;5;-5.30641;-7.01104
CP-5;50;6;-4.93019;-6.34213
CP-5;50;7;-4.55458;-6.43991
CP-5;50;8;-4.31089;-6.17478
CP-5;50;9;-5.4926;-7.13516
CP-5;50;10;-5.10175;-6.46467
CP-5;6;1;-3.93306;-6.3438
CP-5;6;2;-4.11967;-6.39765
CP-5;6;3;-5.45541;-7.02615
CP-5;6;4;-4.6769;-6.49146
CP-5;6;5;-5.07632;-6.72171
CP-5;6;6;-5.33323;-6.86025
CP-5;6;7;-4.88002;-6.60628
CP-5;6;8;-5.10427;-6.69524
CP-5;6;9;-4.49558;-6.18696
CP-5;6;10;-3.92649;-6.13907
CP-5;7;1;-3.85558;-4.93918
CP-5;7;2;-4.71126;-5.81802
CP-5;7;3;-5.26899;-6.63447
CP-5;7;4;-4.23206;-6.17361
CP-5;7;5;-4.52612;-6.01035
CP-5;7;6;-4.54165;-6.16688
CP-5;7;7;-5.05595;-6.87639
CP-5;7;8;-4.81345;-5.82952
CP-5;7;9;-1.6271;-4.79914
CP-5;7;10;-4.87057;-5.87203
CP-5;8;1;-6.01152;-7.61259
CP-5;8;2;-5.96161;-7.50267
CP-5;8;3;-5.82526;-7.39001
CP-5;8;4;-6.08148;-7.59329
CP-5;8;5;-5.40866;-6.78759
CP-5;8;6;-6.07621;-7.62284
CP-5;8;7;-6.06678;-7.5691
CP-5;8;8;-5.65849;-7.24627
CP-5;8;9;-6.10502;-7.64562
CP-5;8;10;-5.98631;-7.51508
CP-5;9;1;-1.53472;-3.91437
CP-5;9;2;-2.57671;-4.57045
CP-5;9;3;-3.16325;-4.77402
CP-5;9;4;-4.41338;-5.55527
CP-5;9;5;-1.98755;-4.13891
CP-5;9;6;-2.90079;-4.22732
CP-5;9;7;-2.3031;-4.02691
CP-5;9;8;-3.97389;-5.4251
CP-5;9;9;-3.37917;-4.95574
CP-5;9;10;-2.18915;-4.59845
CP-6;0;1;-8.29782;-9.35301
CP-6;0;2;-8.85407;-9.88571
CP-6;0;3;-8.85597;-9.88781
CP-6;0;4;-8.40129;-9.65731
CP-6;0;5;-8.31016;-9.40871
CP-6;0;6;-8.71381;-9.72755
CP-6;0;7;-8.21037;-9.34595
CP-6;0;8;-8.02406;-9.21217
CP-6;0;9;-8.40771;-9.6093
CP-6;0;10;-8.40368;-9.4874
CP-6;1;1;-5.67548;-7.02305
CP-6;1;2;-4.95937;-6.51643
CP-6;1;3;-5.82607;-7.09307
CP-6;1;4;-4.94725;-6.12558
CP-6;1;5;-4.58326;-6.06509
CP-6;1;6;-5.82741;-7.10865
CP-6;1;7;-5.37196;-6.8486
CP-6;1;8;-5.69177;-6.88204
CP-6;1;9;-5.66009;-7.03702
CP-6;1;10;-5.79838;-7.22493
CP-6;10;1;-8.05274;-9.62032
CP-6;10;2;-8.31849;-9.71219
CP-6;10;3;-8.05491;-9.63499
CP-6;10;4;-8.09798;-9.59095
CP-6;10;5;-7.78792;-9.22771
CP-6;10;6;-7.18401;-8.61308
CP-6;10;7;-7.36702;-8.61283
CP-6;10;8;-7.22079;-8.53454
CP-6;10;9;-8.13462;-9.61701
CP-6;10;10;-7.48489;-8.94556
CP-6;11;1;-4.51603;-6.07386
CP-6;11;2;-5.2581;-7.05852
CP-6;11;3;-5.08261;-7.0173
CP-6;11;4;-5.00727;-6.29049
CP-6;11;5;-5.87959;-6.85563
CP-6;11;6;-5.61904;-6.87415
CP-6;11;7;-5.15614;-7.04566
CP-6;11;8;-5.80027;-7.41884
CP-6;11;9;-5.95391;-7.65941
CP-6;11;10;-5.83432;-6.85502
CP-6;12;1;-4.79234;-6.02292
CP-6;12;2;-5.02871;-6.20414
CP-6;12;3;-4.16724;-5.72151
CP-6;12;4;-4.89742;-5.88132
CP-6;12;5;-4.66428;-6.19318
CP-6;12;6;-5.30183;-6.3411
CP-6;12;7;-4.56598;-5.93623
CP-6;12;8;-5.19813;-6.29209
CP-6;12;9;-5.16319;-6.23125
CP-6;12;10;-4.18252;-5.78864
CP-6;13;1;-5.44605;-6.78894
CP-6;13;2;-5.06279;-6.64552
CP-6;13;3;-5.08603;-6.43828
CP-6;13;4;-5.42624;-6.73847
CP-6;13;5;-5.47287;-6.89032
CP-6;13;6;-5.14731;-6.69186
CP-6;13;7;-5.51464;-6.89495
CP-6;13;8;-5.41756;-6.78398
CP-6;13;9;-5.40698;-6.84717
CP-6;13;10;-5.23634;-6.7033
CP-6;14;1;-6.62969;-8.0427
CP-6;14;2;-5.22055;-7.27925
CP-6;14;3;-6.29679;-8.02138
CP-6;14;4;-5.21141;-7.17002
CP-6;14;5;-5.58417;-7.55509
CP-6;14;6;-6.76911;-8.17481
CP-6;14;7;-6.55945;-8.20201
CP-6;14;8;-4.8402;-6.63203
CP-6;14;9;-6.72016;-8.13307
CP-6;14;10;-5.23466;-7.41309
CP-6;15;1;-5.76973;-7.21882
CP-6;15;2;-6.56475;-7.91649
CP-6;15;3;-6.62514;-7.95664
CP-6;15;4;-6.62766;-7.82606
CP-6;15;5;-6.34292;-7.7744
CP-6;15;6;-5.58717;-7.27689
CP-6;15;7;-5.35115;-7.15357
CP-6;15;8;-5.01617;-6.85977
CP-6;15;9;-5.47097;-6.72295
CP-6;15;10;-5.5771;-7.32504
CP-6;16;1;-5.58846;-7.05184
CP-6;16;2;-5.79616;-7.27838
CP-6;16;3;-5.94605;-7.36382
CP-6;16;4;-5.03632;-6.56864
CP-6;16;5;-5.49519;-6.84731
CP-6;16;6;-5.49816;-6.92119
CP-6;16;7;-6.39348;-7.54002
CP-6;16;8;-5.18282;-6.71501
CP-6;16;9;-6.44964;-7.6238
CP-6;16;10;-5.69654;-7.11394
CP-6;17;1;-5.50237;-7.14048
CP-6;17;2;-6.64698;-8.0354
CP-6;17;3;-6.28786;-7.36842
CP-6;17;4;-6.69034;-7.6634
CP-6;17;5;-7.08197;-7.97856
CP-6;17;6;-5.83384;-7.20289
CP-6;17;7;-7.17591;-8.29104
CP-6;17;8;-6.00857;-7.50036
CP-6;17;9;-6.35521;-7.29886
CP-6;17;10;-6.46257;-7.7648
CP-6;18;1;-5.71107;-7.11342
CP-6;18;2;-5.55781;-6.91365
CP-6;18;3;-4.51213;-5.63769
CP-6;18;4;-5.3918;-6.54855
CP-6;18;5;-6.479;-7.57241
CP-6;18;6;-5.35569;-6.60458
CP-6;18;7;-5.40864;-6.55012
CP-6;18;8;-5.34076;-6.70726
CP-6;18;9;-6.07153;-7.29963
CP-6;18;10;-5.63131;-6.98826
CP-6;19;1;-6.29991;-7.68214
CP-6;19;2;-6.72866;-7.82481
CP-6;19;3;-6.61686;-7.57188
CP-6;19;4;-6.90242;-7.65757
CP-6;19;5;-7.00777;-7.76802
CP-6;19;6;-7.07457;-7.82475
CP-6;19;7;-6.88957;-7.79384
CP-6;19;8;-6.95898;-7.75118
CP-6;19;9;-6.4695;-7.49253
CP-6;19;10;-6.48328;-7.51839
CP-6;2;1;-6.82449;-7.90624
CP-6;2;2;-6.69886;-7.66199
CP-6;2;3;-6.86927;-7.8747
CP-6;2;4;-6.70626;-7.87082
CP-6;2;5;-6.76414;-7.87461
CP-6;2;6;-6.71913;-7.65373
CP-6;2;7;-6.48439;-7.82958
CP-6;2;8;-7.16092;-8.42343
CP-6;2;9;-5.89634;-7.62603
CP-6;2;10;-6.45878;-7.95174
CP-6;20;1;-5.25059;-6.74652
CP-6;20;2;-6.17967;-7.82014
CP-6;20;3;-6.03008;-7.51669
CP-6;20;4;-6.00378;-7.68259
CP-6;20;5;-5.7964;-7.4285
CP-6;20;6;-5.24335;-6.60155
CP-6;20;7;-5.29369;-6.74938
CP-6;20;8;-5.50666;-6.53595
CP-6;20;9;-5.77614;-7.43932
CP-6;20;10;-5.42944;-7.23262
CP-6;21;1;-5.2964;-6.86004
CP-6;21;2;-5.67552;-6.91985
CP-6;21;3;-5.51863;-6.99195
CP-6;21;4;-5.62269;-6.9877
CP-6;21;5;-6.23925;-7.21844
CP-6;21;6;-5.86087;-7.249
CP-6;21;7;-5.69265;-6.9438
CP-6;21;8;-5.41602;-7.22914
CP-6;21;9;-5.04954;-6.25159
CP-6;21;10;-5.8586;-6.90859
CP-6;22;1;-5.00133;-6.70732
CP-6;22;2;-5.74145;-6.79942
CP-6;22;3;-5.19327;-6.65058
CP-6;22;4;-5.28762;-6.72304
CP-6;22;5;-6.01419;-7.41378
CP-6;22;6;-5.52864;-6.89328
CP-6;22;7;-4.24132;-5.85794
CP-6;22;8;-4.90185;-6.35229
CP-6;22;9;-5.3843;-6.60335
CP-6;22;10;-5.40504;-6.99441
CP-6;23;1;-5.80344;-7.05716
CP-6;23;2;-5.34291;-6.53526
CP-6;23;3;-5.76763;-7.06396
CP-6;23;4;-5.7798;-7.08058
CP-6;23;5;-5.74322;-7.03934
CP-6;23;6;-5.70051;-7.02443
CP-6;23;7;-5.51503;-6.57045
CP-6;23;8;-5.61969;-6.94618
CP-6;23;9;-6.36175;-7.23804
CP-6;23;10;-5.75939;-7.06336
CP-6;24;1;-7.24389;-8.24589
CP-6;24;2;-7.60969;-8.61189
CP-6;24;3;-7.36914;-8.33576
CP-6;24;4;-7.71496;-8.76506
CP-6;24;5;-6.89453;-8.24236
CP-6;24;6;-7.33645;-8.57085
CP-6;24;7;-7.5737;-8.61219
CP-6;24;8;-7.07194;-8.26293
CP-6;24;9;-6.9279;-8.18464
CP-6;24;10;-7.78644;-8.81193
CP-6;25;1;15.217;10.5462
CP-6;25;2;2.06119;-0.360914
CP-6;25;3;-3.17376;-3.51736
CP-6;25;4;24.0792;17.8288
CP-6;25;5;-0.704098;-2.05114
CP-6;25;6;4.34175;1.96664
CP-6;25;7;-0.873006;-2.40761
CP-6;25;8;-1.48147;-2.61946
CP-6;25;9;-0.00980593;-1.43012
CP-6;25;10;29.2542;21.8944
CP-6;26;1;-5.28397;-6.73349
CP-6;26;2;-5.1614;-6.54551
CP-6;26;3;-6.47397;-7.86361
CP-6;26;4;-5.90175;-6.90456
CP-6;26;5;-6.42633;-7.4374
CP-6;26;6;-6.11114;-7.45496
CP-6;26;7;-6.37461;-7.33967
CP-6;26;8;-5.06882;-6.78274
CP-6;26;9;-5.25305;-6.73098
CP-6;26;10;-5.76689;-7.23672
CP-6;27;1;-7.59748;-8.80281
CP-6;27;2;-6.92845;-8.09651
CP-6;27;3;-6.42315;-7.65809
CP-6;27;4;-6.12848;-8.21137
CP-6;27;5;-6.24416;-7.96999
CP-6;27;6;-7.69223;-8.88604
CP-6;27;7;-6.1402;-7.47366
CP-6;27;8;-7.01613;-8.12264
CP-6;27;9;-5.94971;-8.00764
CP-6;27;10;-7.08847;-8.43934
CP-6;28;1;-5.79644;-6.86385
CP-6;28;2;-5.58697;-6.65193
CP-6;28;3;-5.75144;-6.76357
CP-6;28;4;-5.98699;-6.90204
CP-6;28;5;-5.99894;-6.83555
CP-6;28;6;-5.48038;-6.51649
CP-6;28;7;-5.45842;-6.63668
CP-6;28;8;-5.39316;-6.50499
CP-6;28;9;-5.10596;-6.29474
CP-6;28;10;-5.39952;-6.52274
CP-6;29;1;-8.51616;-10.0293
CP-6;29;2;-8.77857;-10.6446
CP-6;29;3;-8.74926;-10.4153
CP-6;29;4;-7.34888;-9.08676
CP-6;29;5;-7.9774;-9.55057
CP-6;29;6;-7.03383;-8.58229
CP-6;29;7;-7.43388;-9.1274
CP-6;29;8;-7.45593;-9.01207
CP-6;29;9;-8.39901;-10.0439
CP-6;29;10;-8.448;-10.1939
CP-6;3;1;-6.49675;-7.72855
CP-6;3;2;-7.08934;-8.38756
CP-6;3;3;-6.97249;-8.42781
CP-6;3;4;-6.84526;-7.97672
CP-6;3;5;-6.791;-8.10133
CP-6;3;6;-6.67782;-7.95357
CP-6;3;7;-6.78651;-7.92921
CP-6;3;8;-6.77691;-7.93463
CP-6;3;9;-6.92882;-7.96896
CP-6;3;10;-6.73896;-8.08216
CP-6;30;1;-6.94518;-8.20213
CP-6;30;2;-6.86182;-7.86413
CP-6;30;3;-6.98626;-8.17772
CP-6;30;4;-5.10778;-6.27773
CP-6;30;5;-6.20989;-7.44489
CP-6;30;6;-6.92892;-8.37287
CP-6;30;7;-6.93601;-8.10872
CP-6;30;8;-7.05843;-8.4726
CP-6;30;9;-6.88686;-7.82688
CP-6;30;10;-6.24937;-7.46666
CP-6;31;1;-6.35686;-7.54334
CP-6;31;2;-6.36239;-7.6364
CP-6;31;3;-6.35274;-7.5583
CP-6;31;4;-5.94194;-7.2275
CP-6;31;5;-5.71439;-6.96199
CP-6;31;6;-5.99887;-7.24585
CP-6;31;7;-5.65781;-6.87757
CP-6;31;8;-5.94677;-7.17246
CP-6;31;9;-5.61393;-6.96709
CP-6;31;10;-6.6374;-7.85049
CP-6;32;1;-7.04393;-8.01915
CP-6;32;2;-6.27293;-7.236
CP-6;32;3;-6.41937;-7.48369
CP-6;32;4;-5.60948;-6.81854
CP-6;32;5;-5.79247;-6.92752
CP-6;32;6;-6.2144;-7.157
CP-6;32;7;-6.06622;-7.17866
CP-6;32;8;-6.59219;-7.70071
CP-6;32;9;-6.27882;-7.36522
CP-6;32;10;-6.45435;-7.60619
CP-6;33;1;-5.67874;-7.19422
CP-6;33;2;-5.97356;-7.19173
CP-6;33;3;-5.84016;-7.15424
CP-6;33;4;-5.47664;-6.73194
CP-6;33;5;-6.11138;-7.31236
CP-6;33;6;-5.97275;-7.16814
CP-6;33;7;-5.33354;-6.85697
CP-6;33;8;-5.96207;-7.14434
CP-6;33;9;-5.66941;-6.9658
CP-6;33;10;-5.15837;-6.59497
CP-6;34;1;-6.57313;-7.49748
CP-6;34;2;-6.84268;-7.85931
CP-6;34;3;-5.90374;-7.08602
CP-6;34;4;-6.38194;-7.27516
CP-6;34;5;-6.46554;-7.44889
CP-6;34;6;-6.55647;-7.4458
CP-6;34;7;-6.15356;-7.23453
CP-6;34;8;-6.04054;-7.13728
CP-6;34;9;-6.78085;-7.81414
CP-6;34;10;-6.64398;-7.66741
CP-6;35;1;-6.79781;-7.50756
CP-6;35;2;-6.54367;-7.80357
CP-6;35;3;-7.11644;-8.23593
CP-6;35;4;-7.18486;-8.35718
CP-6;35;5;-7.00239;-8.15673
CP-6;35;6;-7.1216;-8.30282
CP-6;35;7;-7.32983;-8.56764
CP-6;35;8;-6.86169;-7.84524
CP-6;35;9;-7.17645;-8.35202
CP-6;35;10;-6.99182;-8.21817
CP-6;36;1;-5.7549;-6.98731
CP-6;36;2;-5.55397;-6.87161
CP-6;36;3;-5.59365;-6.78209
CP-6;36;4;-4.84458;-6.08009
CP-6;36;5;-4.93871;-6.10122
CP-6;36;6;-5.50975;-6.5221
CP-6;36;7;-6.17311;-7.35617
CP-6;36;8;-5.55342;-6.75581
CP-6;36;9;-6.08372;-7.32797
CP-6;36;10;-5.3761;-6.62139
CP-6;37;1;-5.54875;-6.63267
CP-6;37;2;-5.248;-6.86285
CP-6;37;3;-5.67034;-6.89282
CP-6;37;4;-6.02116;-7.31632
CP-6;37;5;-4.80329;-6.1461
CP-6;37;6;-5.22014;-6.36124
CP-6;37;7;-4.90768;-6.30825
CP-6;37;8;-4.76912;-6.38338
CP-6;37;9;-4.84664;-6.27715
CP-6;37;10;-5.84732;-7.18393
CP-6;38;1;-5.8363;-7.02654
CP-6;38;2;-6.01614;-7.41552
CP-6;38;3;-5.95099;-7.14676
CP-6;38;4;-5.92535;-7.1086
CP-6;38;5;-5.96581;-7.14452
CP-6;38;6;-5.96666;-7.34102
CP-6;38;7;-6.01093;-7.38279
CP-6;38;8;-5.28384;-6.81855
CP-6;38;9;-5.76265;-6.93713
CP-6;38;10;-5.62661;-6.83752
CP-6;39;1;-5.24666;-6.53902
CP-6;39;2;-4.70074;-6.47111
CP-6;39;3;-4.86127;-6.16365
CP-6;39;4;-5.32111;-6.67497
CP-6;39;5;-5.50422;-6.79907
CP-6;39;6;-5.61592;-6.78254
CP-6;39;7;-5.44656;-6.9304
CP-6;39;8;-6.10327;-7.49277
CP-6;39;9;-4.00763;-5.6142
CP-6;39;10;-5.50815;-6.95131
CP-6;4;1;-5.61727;-7.07749
CP-6;4;2;-5.96672;-7.1036
CP-6;4;3;-6.0065;-7.25635
CP-6;4;4;-5.50927;-6.80033
CP-6;4;5;-6.05558;-7.42089
CP-6;4;6;-5.85103;-7.18698
CP-6;4;7;-5.85173;-7.18708
CP-6;4;8;-6.07762;-7.39928
CP-6;4;9;-5.52331;-6.96912
CP-6;4;10;-6.14973;-7.5297
CP-6;40;1;-6.72323;-7.84403
CP-6;40;2;-6.78825;-7.80735
CP-6;40;3;-6.28578;-7.52281
CP-6;40;4;-6.53397;-7.60663
CP-6;40;5;-5.69781;-7.29476
CP-6;40;6;-6.02914;-7.35685
CP-6;40;7;-6.82744;-7.85912
CP-6;40;8;-6.32171;-7.63564
CP-6;40;9;-6.29986;-7.59371
CP-6;40;10;-5.15714;-6.54847
CP-6;41;1;-5.56678;-6.73144
CP-6;41;2;-5.0725;-6.18938
CP-6;41;3;-5.40479;-6.52802
CP-6;41;4;-4.41557;-5.69781
CP-6;41;5;-5.51209;-6.62648
CP-6;41;6;-5.13443;-6.31139
CP-6;41;7;-5.0081;-6.1531
CP-6;41;8;-5.13572;-6.35907
CP-6;41;9;-5.11636;-6.2981
CP-6;41;10;-4.85786;-6.24114
CP-6;42;1;-3.9975;-5.59647
CP-6;42;2;-5.64622;-6.48827
CP-6;42;3;-4.99928;-5.85941
CP-6;42;4;-5.6093;-6.61622
CP-6;42;5;-5.81065;-6.85373
CP-6;42;6;-5.80131;-6.58304
CP-6;42;7;-5.21338;-6.35046
CP-6;42;8;-5.48224;-6.24358
CP-6;42;9;-4.84704;-5.9407
CP-6;42;10;-5.23796;-6.0564
CP-6;43;1;-4.60951;-5.77866
CP-6;43;2;-4.95787;-6.18069
CP-6;43;3;-4.62377;-5.88637
CP-6;43;4;-6.0474;-7.27172
CP-6;43;5;-4.8553;-6.15265
CP-6;43;6;-6.05862;-7.04792
CP-6;43;7;-5.27858;-6.53214
CP-6;43;8;-5.66768;-7.11414
CP-6;43;9;-5.41056;-6.49825
CP-6;43;10;-4.9745;-6.39993
CP-6;44;1;-5.08772;-6.71818
CP-6;44;2;-5.93836;-7.39774
CP-6;44;3;-5.4992;-6.85931
CP-6;44;4;-5.79555;-7.12275
CP-6;44;5;-5.49807;-6.82179
CP-6;44;6;-5.583;-6.94943
CP-6;44;7;-5.49873;-6.86894
CP-6;44;8;-6.28227;-7.61629
CP-6;44;9;-5.58427;-6.92544
CP-6;44;10;-6.19304;-7.58748
CP-6;45;1;-7.02561;-7.83757
CP-6;45;2;-6.28836;-7.5998
CP-6;45;3;-6.55819;-7.72724
CP-6;45;4;-6.60448;-7.58986
CP-6;45;5;-6.69188;-7.54423
CP-6;45;6;-6.22382;-7.60933
CP-6;45;7;-6.22926;-6.97434
CP-6;45;8;-6.32702;-7.16844
CP-6;45;9;-6.12671;-7.28912
CP-6;45;10;-6.70541;-7.72442
CP-6;46;1;-6.17426;-7.43398
CP-6;46;2;-6.15784;-7.37216
CP-6;46;3;-6.1886;-7.34196
CP-6;46;4;-6.3523;-7.65647
CP-6;46;5;-6.2564;-7.43849
CP-6;46;6;-6.00293;-7.16056
CP-6;46;7;-6.11989;-7.31993
CP-6;46;8;-6.20928;-7.4624
CP-6;46;9;-6.1963800000000004;-7.37254
